report_date,report_source,report_period,ext_massacres_cum,killed,killed_cum,ext_killed,ext_killed_cum,ext_killed_children_cum,ext_killed_women_cum,injured_cum,ext_injured,ext_injured_cum,ext_civdef_killed_cum,med_killed_cum,ext_med_killed_cum,press_killed_cum,ext_press_killed_cum,killed_children_cum,killed_women_cum,injured,massacres_cum,civdef_killed_cum
2024-11-14,mohtel,24,3804,24.0,43736.0,24,43736,17385,11891,103370.0,112,103370,85,,1054,,188,,,112.0,,
2024-11-15,mohtel,24,3807,28.0,43764.0,28,43764,17385,11891,103490.0,120,103490,85,,1054,,188,,,120.0,,
2024-11-16,mohtel,24,3810,35.0,43799.0,35,43799,17385,11891,103601.0,111,103601,85,,1054,,188,,,111.0,,
2024-11-17,mohtel,24,3816,47.0,43846.0,47,43846,17385,11891,103740.0,139,103740,85,,1054,,188,,,139.0,,
2024-11-18,mohtel,24,3820,76.0,43922.0,76,43922,17385,11891,103898.0,158,103898,85,,1054,,188,,,158.0,,
2024-11-19,mohtel,24,3823,50.0,43972.0,50,43972,17492,11979,104008.0,110,104008,86,1054.0,1054,188.0,188,17492.0,11979.0,110.0,,86.0
2024-11-20,mohtel,24,3825,13.0,43985.0,13,43985,17492,11979,104092.0,84,104092,86,,1054,,188,,,84.0,,
2024-11-21,mohtel,24,3830,71.0,44056.0,71,44056,17492,11979,104268.0,176,104268,86,,1054,,188,,,176.0,,
2024-11-22,mohtel,0,3830,0.0,44056.0,0,44056,17492,11979,104268.0,0,104268,86,,1054,,188,,,0.0,,
2024-11-23,mohtel,48,3837,120.0,44176.0,120,44176,17492,11979,104473.0,205,104473,86,,1054,189.0,189,,,205.0,,
2024-11-24,mohtel,24,3841,35.0,44211.0,35,44211,17492,11979,104567.0,94,104567,86,,1054,,189,,,94.0,,
2024-11-25,mohtel,24,3843,24.0,44235.0,24,44235,17492,11979,104638.0,71,104638,86,,1054,,189,,,71.0,,
2024-11-26,mohtel,24,3846,14.0,44249.0,14,44249,17492,11979,104746.0,108,104746,86,,1054,,189,,,108.0,,
2024-11-27,mohtel,24,3849,33.0,44282.0,33,44282,17492,11979,104880.0,134,104880,86,,1054,190.0,190,,,134.0,,
2024-11-28,mohtel,24,3852,48.0,44330.0,48,44330,17492,11979,104933.0,53,104933,86,,1054,,190,,,53.0,,
2024-11-29,mohtel,24,3855,33.0,44363.0,33,44363,17581,12048,105070.0,137,105070,87,1055.0,1055,190.0,190,17581.0,12048.0,137.0,,87.0
2024-11-30,mohtel,24,3859,19.0,44382.0,19,44382,17581,12048,105142.0,72,105142,87,,1055,,190,,,72.0,,
2024-12-01,mohtel,24,3865,47.0,44429.0,47,44429,17581,12048,105250.0,108,105250,87,,1055,192.0,192,,,108.0,,
2024-12-02,mohtel,24,3869,37.0,44466.0,37,44466,17581,12048,105358.0,108,105358,87,,1055,,192,,,108.0,,
2024-12-03,mohtel,24,3871,36.0,44502.0,36,44502,17581,12048,105454.0,96,105454,87,,1055,,192,,,96.0,,
2024-12-04,mohtel,24,3874,30.0,44532.0,30,44532,17581,12048,105538.0,84,105538,87,,1055,,192,,,84.0,,
2024-12-05,mohtel,24,3879,48.0,44580.0,48,44580,17581,12048,105739.0,201,105739,87,,1055,,192,,,201.0,,
2024-12-06,mohtel,24,3882,32.0,44612.0,32,44612,17581,12048,105834.0,95,105834,87,,1055,,192,,,95.0,,
2024-12-07,mohtel,24,3886,52.0,44664.0,52,44664,17581,12048,105976.0,142,105976,87,,1055,,192,,,142.0,,
2024-12-08,mohtel,24,3890,44.0,44708.0,44,44708,17581,12048,106050.0,74,106050,87,,1055,,192,,,74.0,,
2024-12-09,mohtel,24,3893,50.0,44758.0,50,44758,17712,12136,106134.0,84,106134,88,1059.0,1059,192.0,192,17712.0,12136.0,84.0,,88.0
2024-12-10,mohtel,24,3897,28.0,44786.0,28,44786,17712,12136,106188.0,54,106188,88,,1059,,192,,,54.0,,
2024-12-11,mohtel,24,3899,19.0,44805.0,19,44805,17712,12136,106257.0,69,106257,88,,1059,193.0,193,,,69.0,,
2024-12-12,mohtel,24,3902,30.0,44835.0,30,44835,17712,12136,106356.0,99,106356,88,,1059,,193,,,99.0,,
2024-12-13,mohtel,24,3905,40.0,44875.0,40,44875,17712,12136,106454.0,98,106454,88,,1059,,193,,,98.0,,
2024-12-14,mohtel,24,3907,55.0,44930.0,55,44930,17712,12136,106624.0,170,106624,88,,1059,,193,,,170.0,,
2024-12-15,mohtel,24,3912,46.0,44976.0,46,44976,17712,12136,106759.0,135,106759,88,,1059,196.0,196,,,135.0,,
2024-12-16,mohtel,24,3919,52.0,45028.0,52,45028,17712,12136,106962.0,203,106962,88,,1059,,196,,,203.0,,
2024-12-17,mohtel,24,3922,31.0,45059.0,31,45059,17712,12136,107041.0,79,107041,88,,1059,,196,,,79.0,,
2024-12-18,mohtel,24,3925,38.0,45097.0,38,45097,17712,12136,107244.0,203,107244,88,,1059,,196,,,203.0,,
2024-12-19,mohtel,24,3929,32.0,45129.0,32,45129,17803,12224,107338.0,94,107338,94,1060.0,1060,196.0,196,17803.0,12224.0,94.0,,94.0
2024-12-20,mohtel,24,3932,77.0,45206.0,77,45206,17803,12224,107512.0,174,107512,94,,1060,,196,,,174.0,,
2024-12-21,mohtel,24,3935,21.0,45227.0,21,45227,17803,12224,107573.0,61,107573,94,,1060,,196,,,61.0,,
2024-12-22,mohtel,24,3939,32.0,45259.0,32,45259,17803,12224,107627.0,54,107627,94,,1060,,196,,,54.0,,
2024-12-23,mohtel,24,3944,58.0,45317.0,58,45317,17803,12224,107713.0,86,107713,94,,1060,,196,,,86.0,,
2024-12-24,mohtel,24,3947,21.0,45338.0,21,45338,17803,12224,107764.0,51,107764,94,,1060,,196,,,51.0,,
2024-12-25,mohtel,24,3950,23.0,45361.0,23,45361,17803,12224,107803.0,39,107803,94,,1060,,196,,,39.0,,
2024-12-26,mohtel,24,3953,38.0,45399.0,38,45399,17803,12224,107940.0,137,107940,94,,1060,,196,,,137.0,,
2024-12-27,mohtel,24,3956,37.0,45436.0,37,45436,17803,12224,108038.0,98,108038,94,,1060,,196,,,98.0,,
2024-12-28,mohtel,24,3958,48.0,45484.0,48,45484,17803,12224,108090.0,52,108090,94,,1060,,196,,,52.0,,
2024-12-29,mohtel,24,3958,30.0,45514.0,30,45514,17818,12287,108189.0,99,108189,94,1068.0,1068,201.0,201,17818.0,12287.0,99.0,7176.0,94.0
2024-12-30,mohtel,24,3961,27.0,45541.0,27,45541,17818,12287,108338.0,149,108338,94,,1068,,201,,,149.0,,
2024-12-31,mohtel,0,3961,0.0,45541.0,0,45541,17818,12287,108338.0,0,108338,94,,1068,,201,,,0.0,,
2025-01-01,mohtel,48,3963,12.0,45553.0,12,45553,17818,12287,108379.0,41,108379,94,,1068,,201,,,41.0,,
2025-01-02,mohtel,24,3968,28.0,45581.0,28,45581,17818,12287,108438.0,59,108438,94,,1068,,201,,,59.0,,
2025-01-03,mohtel,24,3976,77.0,45658.0,77,45658,17818,12287,108583.0,145,108583,94,,1068,202.0,202,,,145.0,,
2025-01-04,mohtel,24,3980,59.0,45717.0,59,45717,17818,12287,108856.0,273,108856,94,,1068,,202,,,273.0,,
